event_id,user_id,event_type,event_ts,amount,country
e5945,u627,purchase,2026-02-01 17:20:22,28.87,IN
e5946,u1762,signup,2026-01-30 18:16:22,0.0,US
e5947,u221,signup,2026-01-15 03:09:22,0.0,US
e5948,u1846,click,2026-01-26 10:44:22,0.0,AU
e5949,u852,click,2026-01-13 06:33:22,0.0,CA
e5950,u1351,click,2026-01-27 14:03:22,0.0,GB
e5951,u684,purchase,2026-01-18 08:49:22,62.33,IN
e5952,u1078,purchase,2026-01-26 10:27:22,58.59,IN
e5953,u1157,refund,2026-01-31 05:10:22,0,CA
e5954,u116,view,2026-01-31 04:03:22,0.0,US
e5955,u199,view,2026-01-23 02:55:22,0.0,GB
e5956,u1481,view,2026-01-20 12:39:22,0.0,CA
e5957,u834,purchase,2026-01-22 23:40:22,112.8,IN
e5958,u1588,purchase,2026-02-01 14:45:22,0,GB
e5959,u1500,view,2026-02-04 11:24:22,0.0,US
e5960,u359,purchase,2026-02-07 04:43:22,102.99,CA
e5961,u1560,purchase,2026-02-02 18:00:22,94.35,US
e5962,u44,refund,2026-02-04 12:09:22,108.88,GB
e5963,u206,purchase,2026-01-13 03:48:22,98.95,US
e5964,u1569,click,2026-02-02 06:33:22,0.0,US
e5965,u1177,signup,2026-01-23 18:04:22,0.0,IN
e5966,u789,signup,2026-01-11 19:00:22,0.0,AU
e5967,u416,click,2026-01-31 06:23:22,0.0,AU
e5968,u76,signup,2026-02-04 20:09:22,0.0,GB
e5969,u439,view,2026-02-01 18:21:22,0.0,AU
e5970,u1470,refund,2026-01-29 05:29:22,46.69,IN
e5971,u1403,click,2026-01-21 01:25:22,0.0,GB
e5972,u709,click,2026-02-04 21:40:22,0.0,CA
e5973,u1156,refund,2026-01-16 01:05:22,86.91,CA
e5974,u1785,click,2026-01-26 06:46:22,0.0,GB
e5975,u994,view,2026-01-26 03:27:22,0.0,US
e5976,u196,refund,2026-01-22 23:25:22,4.7,US
e5977,u1712,purchase,2026-02-06 01:49:22,130.5,GB
e5978,u1949,view,2026-01-25 16:54:22,0.0,AU
e5979,u1492,click,2026-02-09 08:15:22,0.0,US
e5980,u1642,signup,2026-01-15 11:24:22,0.0,GB
e5981,u652,click,2026-02-04 14:38:22,0.0,US
e5982,u791,purchase,2026-02-06 14:22:22,24.25,US
e5983,u543,refund,2026-01-21 18:54:22,149.71,CA
e5984,u316,refund,2026-02-01 14:37:22,54.92,AU
e5985,u318,click,2026-01-12 01:37:22,0.0,CA
e5986,u765,purchase,2026-01-13 10:22:22,6.12,IN
e5987,u1226,click,2026-01-23 09:19:22,0.0,US
e5988,u589,purchase,2026-01-30 07:22:22,38.67,GB
e5989,u920,refund,2026-01-27 15:19:22,85.7,GB
e5990,u1199,refund,2026-01-13 20:54:22,108.16,US
e5991,u1234,purchase,2026-01-20 22:35:22,76.62,GB
e5992,u1478,signup,2026-02-09 12:41:22,0.0,GB
e5993,u1032,purchase,2026-01-13 17:34:22,70.18,GB
e5994,u608,signup,2026-01-26 05:28:22,0.0,AU
e5995,u1259,signup,2026-01-13 08:54:22,0.0,IN
e5996,u1457,click,2026-01-27 12:37:22,0.0,US
e5997,u253,click,2026-01-24 15:18:22,0.0,IN
e5998,u1731,click,2026-02-08 04:51:22,0.0,IN
e5999,u157,refund,2026-01-23 05:39:22,30.97,AU
e6000,u445,refund,2026-02-07 20:51:22,46.54,GB
e6001,u62,purchase,2026-02-03 08:29:22,98.04,AU
e6002,u149,view,2026-02-09 21:13:22,0.0,GB
e6003,u99,refund,2026-01-26 02:40:22,84.53,AU
e6004,u286,signup,2026-02-05 03:34:22,0.0,GB
e6005,u1824,view,2026-01-13 14:56:22,0.0,IN
e6006,u897,refund,2026-01-17 20:58:22,0,IN
e6007,u447,refund,2026-01-21 16:46:22,27.76,IN
e6008,u85,refund,2026-01-14 00:22:22,52.72,CA
e6009,u1702,signup,2026-01-31 13:41:22,0.0,US
e6010,u341,view,2026-02-05 15:12:22,0.0,AU
e6011,u1887,signup,2026-01-15 16:53:22,0.0,AU
e6012,u1354,signup,2026-01-25 12:07:22,0.0,US
e6013,u1053,click,2026-01-13 22:07:22,0.0,GB
e6014,u1525,click,2026-01-22 02:16:22,0.0,US
e6015,u840,signup,2026-02-04 15:16:22,0.0,GB
e6016,u433,click,2026-01-20 17:23:22,0.0,AU
e6017,u845,click,2026-01-22 23:02:22,0.0,US
e6018,u446,view,2026-01-15 16:40:22,0.0,CA
e6019,u1245,signup,2026-01-29 01:08:22,0.0,AU
e6020,u787,view,2026-02-05 01:54:22,0.0,CA
e6021,u289,refund,2026-02-05 15:13:22,50.68,CA
e6022,u180,view,2026-01-17 20:19:22,0.0,US
e6023,u1152,purchase,2026-01-22 19:24:22,9.54,AU
e6024,u1195,view,2026-02-09 20:19:22,0.0,CA
e6025,u507,click,2026-02-03 21:53:22,0.0,IN
e6026,u854,signup,2026-01-28 14:57:22,0.0,GB
e6027,u119,view,2026-01-25 08:57:22,0.0,CA
e6028,u374,refund,2026-01-16 11:17:22,28.02,IN
e6029,u1075,view,2026-02-03 17:01:22,0.0,IN
e6030,u635,purchase,2026-01-23 23:02:22,74.54,CA
e6031,u1932,purchase,2026-01-19 04:12:22,84.38,GB
e6032,u1424,refund,2026-01-13 18:25:22,24.09,CA
e6033,u580,purchase,2026-02-04 14:35:22,61.66,US
e6034,u907,refund,2026-01-22 15:29:22,126.4,CA
e6035,u372,signup,2026-01-11 17:48:22,0.0,IN
e6036,u240,signup,2026-01-12 21:43:22,0.0,GB
e6037,u1805,view,2026-01-28 22:02:22,0.0,AU
e6038,u982,signup,2026-01-16 11:34:22,0.0,AU
e6039,u950,view,2026-01-30 13:08:22,0.0,AU
e6040,u26,purchase,2026-02-01 05:41:22,81.07,CA
e6041,u1601,signup,2026-02-05 13:43:22,0.0,CA
e6042,u330,signup,2026-01-30 21:58:22,0.0,GB
e6043,u1995,purchase,2026-02-08 16:39:22,50.0,IN
e6044,u30,refund,2026-01-13 03:24:22,50.41,CA
e6045,u289,purchase,2026-02-08 22:18:22,62.04,AU
e6046,u1126,refund,2026-01-12 20:07:22,71.27,US
e6047,u1782,refund,2026-02-10 10:04:22,39.99,US
e6048,u556,purchase,2026-01-12 11:35:22,38.21,IN
e6049,u571,signup,2026-02-03 18:19:22,0.0,AU
e6050,u1779,signup,2026-02-07 23:55:22,0.0,CA
e6051,u1946,click,2026-02-01 20:50:22,0.0,AU
e6052,u29,purchase,2026-01-12 17:01:22,7.27,CA
e6053,u1132,signup,2026-01-28 07:45:22,0.0,IN
e6054,u200,signup,2026-01-12 21:25:22,0.0,GB
e6055,u567,purchase,2026-01-23 11:12:22,44.81,CA
e6056,u932,refund,2026-01-14 00:03:22,85.77,GB
e6057,u1093,signup,2026-01-24 20:34:22,0.0,CA
e6058,u1939,signup,2026-02-05 20:54:22,0.0,AU
e6059,u572,click,2026-02-06 20:38:22,0.0,CA
e6060,u1150,view,2026-01-12 08:45:22,0.0,CA
e6061,u655,view,2026-01-25 00:26:22,0.0,AU
e6062,u819,refund,2026-02-05 23:07:22,77.45,AU
e6063,u1017,purchase,2026-01-25 00:59:22,58.24,US
e6064,u72,signup,2026-02-05 23:28:22,0.0,US
e6065,u1809,click,2026-01-27 00:39:22,0.0,IN
e6066,u809,view,2026-01-19 23:21:22,0.0,IN
e6067,u625,signup,2026-02-03 09:37:22,0.0,CA
e6068,u498,view,2026-01-24 17:00:22,0.0,IN
e6069,u1874,signup,2026-01-13 17:00:22,0.0,IN
e6070,u409,purchase,2026-01-20 23:11:22,156.2,GB
e6071,u1016,click,2026-02-09 18:04:22,0.0,GB
e6072,u248,signup,2026-01-21 19:02:22,0.0,US
e6073,u1843,click,2026-02-08 11:39:22,0.0,AU
e6074,u1509,click,2026-02-01 21:25:22,0.0,GB
e6075,u1446,purchase,2026-02-02 19:45:22,45.93,GB
e6076,u1085,purchase,2026-01-27 04:34:22,77.46,CA
e6077,u734,signup,2026-01-30 02:00:22,0.0,GB
e6078,u1083,click,2026-01-19 13:59:22,0.0,US
e6079,u1630,signup,2026-01-19 02:08:22,0.0,GB
e6080,u139,signup,2026-02-06 09:13:22,0.0,IN
e6081,u73,refund,2026-01-16 10:39:22,120.52,AU
e6082,u664,click,2026-01-18 21:20:22,0.0,US
e6083,u159,view,2026-01-21 01:37:22,0.0,CA
e6084,u238,view,2026-01-19 07:18:22,0.0,AU
e6085,u894,purchase,2026-01-28 07:31:22,118.06,GB
e6086,u425,click,2026-02-09 11:29:22,0.0,AU
e6087,u1187,refund,2026-01-22 01:17:22,110.34,AU
e6088,u456,purchase,2026-02-04 15:16:22,86.01,GB
e6089,u768,refund,2026-01-24 03:55:22,12.11,US
e6090,u1219,view,2026-01-25 01:14:22,0.0,CA
e6091,u927,purchase,2026-02-08 15:59:22,38.28,CA
e6092,u104,signup,2026-01-27 15:43:22,0.0,GB
e6093,u1155,view,2026-01-30 13:51:22,0.0,GB
e6094,u1728,refund,2026-02-08 09:28:22,52.17,AU
e6095,u885,click,2026-01-24 09:32:22,0.0,IN
e6096,u1310,click,2026-01-14 04:18:22,0.0,AU
e6097,u1677,click,2026-01-20 06:20:22,0.0,GB
e6098,u126,view,2026-01-25 03:31:22,0.0,GB
e6099,u1389,view,2026-02-07 09:57:22,0.0,IN
e6100,u249,signup,2026-02-01 04:07:22,0.0,US
e6101,u1432,view,2026-02-03 18:21:22,0.0,US
e6102,u680,view,2026-01-31 18:44:22,0.0,US
e6103,u1324,click,2026-01-17 16:07:22,0.0,US
e6104,u1561,view,2026-01-16 01:44:22,0.0,US
e6105,u1566,purchase,2026-02-01 13:40:22,0,AU
e6106,u37,refund,2026-01-16 07:14:22,80.45,US
e6107,u1423,refund,2026-01-27 06:41:22,53.82,AU
e6108,u533,view,2026-01-27 05:29:22,0.0,GB
e6109,u768,click,2026-01-15 06:23:22,0.0,IN
e6110,u132,view,2026-01-12 04:37:22,0.0,US
e6111,u1067,purchase,2026-01-24 15:57:22,0,GB
e6112,u1473,signup,2026-01-17 18:51:22,0.0,CA
e6113,u1033,refund,2026-01-24 12:38:22,68.82,US
e6114,u1811,view,2026-01-21 10:42:22,0.0,IN
e6115,u845,click,2026-02-10 10:17:22,0.0,CA
e6116,u1980,signup,2026-02-07 06:59:22,0.0,IN
e6117,u198,click,2026-01-15 03:34:22,0.0,AU
e6118,u1259,refund,2026-02-06 10:46:22,93.58,US
e6119,u983,signup,2026-01-31 18:02:22,0.0,IN
e6120,u644,refund,2026-02-01 23:58:22,93.7,AU
e6121,u761,purchase,2026-02-04 23:05:22,10.56,US
e6122,u935,view,2026-01-25 14:58:22,0.0,US
e6123,u163,purchase,2026-01-25 05:33:22,40.99,CA
e6124,u510,click,2026-01-14 04:23:22,0.0,AU
e6125,u1602,click,2026-02-08 08:27:22,0.0,IN
e6126,u831,click,2026-02-07 15:17:22,0.0,GB
e6127,u605,refund,2026-01-18 09:03:22,102.72,IN
e6128,u1362,refund,2026-01-23 02:01:22,67.81,GB
e6129,u336,click,2026-01-11 17:49:22,0.0,AU
e6130,u300,signup,2026-01-19 03:04:22,0.0,GB
e6131,u628,purchase,2026-02-06 01:40:22,23.2,CA
e6132,u188,view,2026-02-09 02:05:22,0.0,US
e6133,u1472,signup,2026-01-19 20:36:22,0.0,GB
e6134,u89,signup,2026-01-12 04:33:22,0.0,GB
e6135,u1620,view,2026-01-20 14:11:22,0.0,US
e6136,u1286,signup,2026-01-24 00:03:22,0.0,US
e6137,u447,view,2026-02-05 05:07:22,0.0,AU
e6138,u1718,click,2026-01-22 16:03:22,0.0,GB
e6139,u582,signup,2026-01-20 20:25:22,0.0,US
e6140,u1093,view,2026-02-07 15:58:22,0.0,IN
e6141,u1090,refund,2026-01-25 16:14:22,78.94,US
e6142,u778,view,2026-02-02 22:17:22,0.0,US
e6143,u307,signup,2026-02-04 20:52:22,0.0,US
e6144,u40,refund,2026-01-31 06:05:22,59.12,US
e6145,u1551,refund,2026-01-26 16:38:22,68.63,IN
e6146,u1654,purchase,2026-02-05 11:22:22,96.25,CA
e6147,u954,refund,2026-01-21 09:15:22,0,CA
e6148,u240,click,2026-02-09 05:28:22,0.0,IN
e6149,u310,purchase,2026-02-10 12:17:22,48.22,IN
e6150,u1327,click,2026-02-09 22:00:22,0.0,CA
e6151,u639,purchase,2026-02-07 07:04:22,88.35,US
e6152,u1836,view,2026-02-10 09:40:22,0.0,GB
e6153,u432,click,2026-02-10 09:21:22,0.0,US
e6154,u487,view,2026-02-03 00:56:22,0.0,US
e6155,u202,view,2026-02-09 04:54:22,0.0,AU
e6156,u96,click,2026-01-21 15:52:22,0.0,GB
e6157,u620,signup,2026-01-20 06:43:22,0.0,IN
e6158,u1369,refund,2026-01-15 00:13:22,48.55,IN
e6159,u1483,signup,2026-01-15 05:09:22,0.0,GB
e6160,u1726,purchase,2026-01-31 13:21:22,29.72,GB
e6161,u1401,click,2026-01-26 08:05:22,0.0,GB
e6162,u1540,refund,2026-01-31 07:02:22,120.98,AU
e6163,u5,view,2026-02-05 05:21:22,0.0,AU
e6164,u1853,refund,2026-01-27 23:27:22,85.04,GB
e6165,u506,signup,2026-02-02 18:24:22,0.0,IN
e6166,u236,view,2026-01-29 10:24:22,0.0,AU
e6167,u39,purchase,2026-01-28 22:59:22,141.79,CA
e6168,u696,click,2026-02-06 06:36:22,0.0,IN
e6169,u1090,click,2026-01-25 06:53:22,0.0,GB
e6170,u784,signup,2026-02-05 09:35:22,0.0,AU
e6171,u1683,purchase,2026-01-17 17:02:22,70.75,AU
e6172,u973,click,2026-01-30 15:08:22,0.0,IN
e6173,u1737,purchase,2026-01-24 04:55:22,81.86,CA
e6174,u1544,refund,2026-01-20 05:07:22,20.87,CA
e6175,u713,purchase,2026-01-17 12:39:22,56.78,GB
e6176,u929,signup,2026-01-14 02:38:22,0.0,CA
e6177,u297,purchase,2026-01-28 02:35:22,65.49,AU
e6178,u1820,click,2026-01-23 07:54:22,0.0,CA
e6179,u740,click,2026-02-10 08:54:22,0.0,IN
e6180,u145,click,2026-02-10 04:32:22,0.0,US
e6181,u1354,signup,2026-02-07 13:12:22,0.0,AU
e6182,u1685,click,2026-01-14 06:42:22,0.0,AU
e6183,u1079,view,2026-01-25 11:10:22,0.0,GB
e6184,u575,click,2026-01-15 20:54:22,0.0,IN
e6185,u65,view,2026-01-13 22:28:22,0.0,US
e6186,u1114,purchase,2026-02-03 18:04:22,83.5,AU
e6187,u1731,view,2026-02-01 06:53:22,0.0,IN
e6188,u212,refund,2026-01-12 06:54:22,12.89,CA
e6189,u970,refund,2026-02-01 14:58:22,6.97,AU
e6190,u1647,view,2026-01-27 20:01:22,0.0,GB
e6191,u235,signup,2026-01-30 03:02:22,0.0,IN
e6192,u212,purchase,2026-01-19 17:18:22,132.66,GB
e6193,u205,refund,2026-01-31 07:10:22,93.98,CA
e6194,u1822,view,2026-01-26 13:39:22,0.0,AU
e6195,u1599,signup,2026-02-08 02:59:22,0.0,US
e6196,u1491,click,2026-02-04 11:27:22,0.0,GB
e6197,u1959,refund,2026-02-05 15:31:22,135.03,AU
e6198,u1305,signup,2026-01-27 07:04:22,0.0,AU
e6199,u1368,refund,2026-02-10 07:03:22,67.57,AU
e6200,u854,view,2026-01-25 02:20:22,0.0,US
e6201,u587,view,2026-01-14 12:16:22,0.0,US
e6202,u171,purchase,2026-01-30 13:39:22,104.44,AU
e6203,u446,click,2026-02-04 17:03:22,0.0,CA
e6204,u1715,view,2026-01-27 02:14:22,0.0,GB
e6205,u441,click,2026-01-15 16:43:22,0.0,CA
e6206,u925,view,2026-01-20 16:04:22,0.0,AU
e6207,u1326,click,2026-01-27 17:32:22,0.0,AU
e6208,u52,click,2026-01-16 00:31:22,0.0,IN
e6209,u1942,click,2026-01-21 09:59:22,0.0,IN
e6210,u1630,signup,2026-02-01 08:44:22,0.0,IN
e6211,u707,signup,2026-02-03 01:53:22,0.0,GB
e6212,u1424,click,2026-01-15 12:49:22,0.0,AU
e6213,u1676,refund,2026-01-31 21:24:22,76.84,CA
e6214,u1687,signup,2026-01-22 03:22:22,0.0,CA
e6215,u343,click,2026-01-12 06:16:22,0.0,CA
e6216,u121,view,2026-01-17 01:44:22,0.0,AU
e6217,u1198,refund,2026-02-01 17:46:22,66.29,AU
e6218,u274,refund,2026-02-01 23:07:22,114.08,GB
e6219,u1817,view,2026-01-31 12:11:22,0.0,GB
e6220,u1843,view,2026-01-31 19:51:22,0.0,US
e6221,u23,signup,2026-02-05 03:57:22,0.0,CA
e6222,u1795,signup,2026-01-13 13:29:22,0.0,IN
e6223,u839,purchase,2026-01-26 02:55:22,39.79,AU
e6224,u1203,refund,2026-02-05 06:28:22,80.33,CA
e6225,u62,purchase,2026-01-13 05:53:22,0,AU
e6226,u987,click,2026-01-14 01:30:22,0.0,IN
e6227,u1951,signup,2026-01-29 17:59:22,0.0,US
e6228,u826,view,2026-01-23 22:31:22,0.0,CA
e6229,u1615,click,2026-02-03 18:41:22,0.0,US
e6230,u993,view,2026-01-19 15:03:22,0.0,CA
e6231,u891,click,2026-02-01 19:29:22,0.0,AU
e6232,u1070,signup,2026-01-15 18:49:22,0.0,GB
e6233,u397,click,2026-01-17 19:27:22,0.0,IN
e6234,u1231,signup,2026-01-29 22:15:22,0.0,US
e6235,u1898,refund,2026-01-23 08:58:22,47.38,AU
e6236,u1732,click,2026-02-02 10:19:22,0.0,IN
e6237,u296,purchase,2026-01-22 21:06:22,76.13,US
e6238,u871,purchase,2026-02-03 20:42:22,77.54,AU
e6239,u1629,signup,2026-01-18 15:39:22,0.0,CA
e6240,u1547,refund,2026-01-13 07:43:22,116.33,IN
e6241,u846,refund,2026-02-03 16:43:22,114.78,GB
e6242,u1380,click,2026-01-26 18:06:22,0.0,AU
e6243,u323,purchase,2026-01-19 16:04:22,48.52,AU
e6244,u1655,signup,2026-01-12 10:46:22,0.0,GB
e6245,u590,purchase,2026-01-15 12:09:22,114.38,AU
e6246,u1873,click,2026-01-20 03:02:22,0.0,AU
e6247,u685,purchase,2026-01-21 03:53:22,111.65,IN
e6248,u1062,purchase,2026-01-18 05:38:22,120.63,US
e6249,u1701,refund,2026-01-22 15:46:22,77.19,IN
e6250,u470,signup,2026-02-08 12:48:22,0.0,US
e6251,u1234,purchase,2026-02-09 11:19:22,28.43,GB
e6252,u1930,purchase,2026-01-31 16:17:22,44.87,CA
e6253,u556,signup,2026-02-03 15:01:22,0.0,CA
e6254,u146,view,2026-01-31 07:40:22,0.0,GB
e6255,u1181,signup,2026-01-28 14:08:22,0.0,AU
e6256,u965,refund,2026-01-21 00:55:22,23.78,IN
e6257,u1299,signup,2026-01-14 07:10:22,0.0,IN
e6258,u343,click,2026-02-04 13:30:22,0.0,AU
e6259,u1713,purchase,2026-01-18 10:01:22,14.43,CA
e6260,u1697,view,2026-01-29 16:42:22,0.0,AU
e6261,u1742,refund,2026-02-03 05:16:22,164.6,AU
e6262,u1174,purchase,2026-02-06 17:05:22,19.8,US
e6263,u1217,signup,2026-01-25 15:00:22,0.0,GB
e6264,u321,signup,2026-02-01 08:00:22,0.0,AU
e6265,u519,click,2026-01-11 14:23:22,0.0,AU
e6266,u432,refund,2026-01-24 19:54:22,57.77,US
e6267,u74,refund,2026-02-04 21:10:22,100.28,IN
e6268,u1362,click,2026-02-04 09:19:22,0.0,CA
e6269,u196,signup,2026-01-12 02:20:22,0.0,CA
e6270,u1696,signup,2026-02-07 22:21:22,0.0,IN
e6271,u801,view,2026-02-03 20:24:22,0.0,GB
e6272,u657,refund,2026-01-21 08:02:22,63.3,GB
e6273,u1718,refund,2026-01-22 17:13:22,0,CA
e6274,u1354,refund,2026-02-07 08:30:22,79.09,US
e6275,u551,click,2026-01-22 23:29:22,0.0,US
e6276,u770,refund,2026-01-28 15:26:22,42.47,GB
e6277,u1061,signup,2026-02-06 05:56:22,0.0,CA
e6278,u1797,signup,2026-01-22 04:04:22,0.0,AU
e6279,u504,click,2026-02-05 01:30:22,0.0,AU
e6280,u10,click,2026-01-15 13:57:22,0.0,IN
e6281,u666,click,2026-02-03 22:22:22,0.0,GB
e6282,u1724,refund,2026-01-20 17:51:22,68.91,AU
e6283,u839,refund,2026-01-11 17:54:22,78.83,AU
e6284,u646,signup,2026-01-31 06:34:22,0.0,GB
e6285,u1444,click,2026-02-05 08:24:22,0.0,IN
e6286,u1454,refund,2026-01-12 04:37:22,89.7,US
e6287,u1002,signup,2026-01-25 12:13:22,0.0,GB
e6288,u1362,click,2026-01-27 13:22:22,0.0,US
e6289,u1774,signup,2026-01-13 21:55:22,0.0,AU
e6290,u1504,purchase,2026-02-09 15:30:22,41.37,AU
e6291,u681,purchase,2026-01-25 11:43:22,0,AU
e6292,u1168,refund,2026-02-08 09:27:22,58.55,IN
e6293,u1997,view,2026-01-15 05:12:22,0.0,GB
e6294,u887,purchase,2026-02-07 13:45:22,127.32,IN
e6295,u1147,view,2026-02-06 15:42:22,0.0,AU
e6296,u1405,signup,2026-02-01 01:03:22,0.0,CA
e6297,u135,click,2026-02-10 00:24:22,0.0,GB
e6298,u686,purchase,2026-01-25 08:13:22,76.75,CA
e6299,u592,signup,2026-01-27 14:42:22,0.0,AU
e6300,u280,view,2026-01-16 17:14:22,0.0,GB
e6301,u439,purchase,2026-01-15 15:04:22,28.08,AU
e6302,u1521,refund,2026-02-08 03:28:22,86.76,IN
e6303,u79,view,2026-01-26 23:52:22,0.0,IN
e6304,u467,purchase,2026-01-27 14:05:22,110.62,GB
e6305,u623,purchase,2026-02-07 06:33:22,1.85,AU
e6306,u420,view,2026-01-14 07:41:22,0.0,US
e6307,u1728,refund,2026-01-14 15:32:22,2.17,AU
e6308,u833,signup,2026-02-04 02:14:22,0.0,GB
e6309,u661,click,2026-01-19 09:38:22,0.0,IN
e6310,u1816,signup,2026-01-28 05:24:22,0.0,IN
e6311,u457,refund,2026-02-08 07:35:22,37.26,AU
e6312,u698,signup,2026-02-03 10:32:22,0.0,IN
e6313,u399,refund,2026-01-14 11:15:22,14.51,CA
e6314,u695,refund,2026-01-14 22:06:22,51.09,IN
e6315,u1039,view,2026-01-11 19:53:22,0.0,IN
e6316,u1583,purchase,2026-01-12 03:55:22,52.54,CA
e6317,u1489,refund,2026-01-16 01:51:22,101.04,GB
e6318,u857,purchase,2026-02-01 08:45:22,27.9,IN
e6319,u574,refund,2026-01-27 14:35:22,54.93,GB
e6320,u445,refund,2026-01-28 14:35:22,51.67,IN
e6321,u746,refund,2026-01-31 04:10:22,42.88,AU
e6322,u53,signup,2026-01-21 19:27:22,0.0,IN
e6323,u1772,signup,2026-01-13 12:50:22,0.0,CA
e6324,u1620,view,2026-02-04 00:11:22,0.0,US
e6325,u47,signup,2026-01-20 18:30:22,0.0,AU
e6326,u566,click,2026-01-20 08:20:22,0.0,CA
e6327,u165,signup,2026-01-19 23:20:22,0.0,IN
e6328,u1258,signup,2026-01-26 05:10:22,0.0,US
e6329,u632,signup,2026-02-05 18:28:22,0.0,GB
e6330,u1769,click,2026-01-27 17:24:22,0.0,US
e6331,u318,signup,2026-01-25 02:46:22,0.0,AU
e6332,u1572,click,2026-01-12 08:46:22,0.0,IN
e6333,u70,click,2026-01-12 06:47:22,0.0,AU
e6334,u1859,view,2026-01-15 16:36:22,0.0,AU
e6335,u1656,view,2026-01-13 20:12:22,0.0,IN
e6336,u35,signup,2026-02-08 05:13:22,0.0,IN
e6337,u870,refund,2026-01-15 15:42:22,59.58,US
e6338,u87,signup,2026-01-30 05:37:22,0.0,CA
e6339,u1329,signup,2026-01-21 09:20:22,0.0,AU
e6340,u345,purchase,2026-01-27 07:48:22,58.23,US
e6341,u1380,click,2026-02-07 08:28:22,0.0,GB
e6342,u948,view,2026-01-29 08:09:22,0.0,IN
e6343,u314,refund,2026-02-01 15:51:22,45.62,GB
e6344,u1890,purchase,2026-01-25 19:31:22,52.3,AU
e6345,u1253,signup,2026-01-13 12:25:22,0.0,US
e6346,u1311,refund,2026-01-26 17:26:22,38.68,US
e6347,u592,signup,2026-01-14 09:21:22,0.0,IN
e6348,u1163,purchase,2026-01-15 15:46:22,0,AU
e6349,u1481,signup,2026-01-23 13:56:22,0.0,US
e6350,u358,signup,2026-02-01 05:43:22,0.0,IN
e6351,u1875,purchase,2026-02-04 18:20:22,69.56,CA
e6352,u316,click,2026-01-19 03:41:22,0.0,US
e6353,u1502,click,2026-01-15 12:18:22,0.0,AU
e6354,u1800,refund,2026-01-23 16:44:22,69.22,CA
e6355,u1403,click,2026-01-13 21:42:22,0.0,IN
e6356,u764,purchase,2026-02-08 18:30:22,37.53,CA
e6357,u1306,purchase,2026-01-25 07:28:22,80.55,GB
e6358,u1301,signup,2026-01-17 08:54:22,0.0,IN
e6359,u570,signup,2026-02-07 18:50:22,0.0,IN
e6360,u1049,signup,2026-01-19 07:12:22,0.0,GB
e6361,u1099,view,2026-01-24 13:35:22,0.0,GB
e6362,u1440,refund,2026-01-19 12:51:22,48.28,GB
e6363,u962,click,2026-02-07 16:14:22,0.0,GB
e6364,u1436,click,2026-01-28 07:18:22,0.0,AU
e6365,u1488,signup,2026-01-27 09:00:22,0.0,US
e6366,u1086,refund,2026-02-04 08:39:22,68.56,IN
e6367,u444,purchase,2026-01-15 05:19:22,100.03,CA
e6368,u147,purchase,2026-01-22 21:08:22,118.74,GB
e6369,u1606,refund,2026-01-14 07:31:22,73.5,CA
e6370,u1059,click,2026-01-12 17:23:22,0.0,CA
e6371,u297,view,2026-01-17 20:21:22,0.0,US
e6372,u836,click,2026-02-05 11:57:22,0.0,IN
e6373,u1205,signup,2026-02-08 18:03:22,0.0,AU
e6374,u198,purchase,2026-02-02 11:47:22,49.69,AU
e6375,u783,signup,2026-01-16 08:18:22,0.0,AU
e6376,u336,signup,2026-01-20 13:25:22,0.0,GB
e6377,u1236,refund,2026-01-17 06:36:22,98.65,IN
e6378,u1810,view,2026-01-14 01:51:22,0.0,GB
e6379,u282,signup,2026-01-31 23:53:22,0.0,US
e6380,u1332,signup,2026-01-30 19:12:22,0.0,US
e6381,u689,refund,2026-02-05 11:09:22,89.42,CA
e6382,u451,click,2026-01-14 14:31:22,0.0,IN
e6383,u1195,view,2026-01-17 01:16:22,0.0,AU
e6384,u158,purchase,2026-01-28 09:30:22,96.54,GB
e6385,u75,signup,2026-01-15 05:07:22,0.0,IN
e6386,u307,view,2026-01-17 17:15:22,0.0,AU
e6387,u1022,view,2026-02-04 18:02:22,0.0,GB
e6388,u1375,click,2026-02-04 21:44:22,0.0,AU
e6389,u1050,view,2026-02-03 21:21:22,0.0,US
e6390,u1982,click,2026-01-24 03:36:22,0.0,GB
e6391,u878,refund,2026-01-29 21:46:22,0,IN
e6392,u972,signup,2026-01-31 17:16:22,0.0,US
e6393,u46,view,2026-02-08 05:12:22,0.0,IN
e6394,u698,purchase,2026-02-03 22:48:22,10.32,US
e6395,u962,click,2026-01-23 09:37:22,0.0,IN
e6396,u1535,signup,2026-01-25 05:38:22,0.0,US
e6397,u1780,view,2026-01-14 11:59:22,0.0,GB
e6398,u309,signup,2026-01-26 04:45:22,0.0,US
e6399,u1097,click,2026-01-22 22:08:22,0.0,GB
e6400,u180,signup,2026-01-12 17:21:22,0.0,IN
e6401,u1263,view,2026-01-22 22:32:22,0.0,US
e6402,u439,click,2026-01-28 00:30:22,0.0,CA
e6403,u1,purchase,2026-01-16 22:16:22,67.42,US
e6404,u309,purchase,2026-02-01 12:44:22,50.91,CA
e6405,u247,signup,2026-02-02 20:56:22,0.0,AU
e6406,u639,signup,2026-01-15 21:58:22,0.0,GB
e6407,u1491,refund,2026-01-27 10:33:22,7.72,IN
e6408,u1227,refund,2026-01-18 20:16:22,74.92,GB
e6409,u568,refund,2026-01-31 01:56:22,146.04,CA
